  930143 149.36  59.50   2.04
  930489 148.85  62.62   2.08
  930625 148.86  59.66   2.10
  931038 148.39  67.78   2.17
  931712 160.39  64.78   2.00
  932303 169.50  59.09   2.11
  932482 148.59  59.10   2.17
  933301 148.79  59.19   2.24
  933660 149.22  59.00   2.30
  934129 155.34  59.58   2.43
  934954 171.13  70.51   2.14
  935883 170.20  62.85   2.08
  936650 170.27  59.28   2.46
  937266 163.12  59.40   2.39
  937715 148.01  68.10   2.01
  938318 148.86  70.98   2.45
  938952 149.79  59.57   2.36
  939947 155.86  61.91   2.30
  940283 148.04  69.44   2.43
  940815 149.13  59.89   2.47
  941468 149.15  64.06   2.36
  941984 155.86  59.37   2.16
  942316 171.29  70.45   2.41
  943010 148.92  64.49   2.39
  943927 171.29  65.41   2.28
  944682 170.26  59.18   2.12
  944956 171.29  63.59   2.24
  945376 148.24  68.90   2.27
  945839 148.26  66.29   2.38
  946818 148.87  65.41   2.02
  947061 171.38  61.59   2.42
  947625 170.59  59.86   2.15
  948470 149.77  70.70   2.38
  948696 149.10  70.98   2.48
  949406 170.60  59.53   2.47
  950384 171.44  65.28   2.41
  951194 149.69  60.46   2.22
  952112 168.93  70.01   2.25
  953110 152.79  59.27   2.31
  953456 171.74  64.62   2.47
  954085 157.15  70.26   2.46
  954588 149.40  70.59   2.55
  955118 149.50  62.35   2.27
  956071 155.92  70.47   2.21
  956116 158.08  63.30   2.10
  956252 149.07  64.81   2.33
  957061 170.69  69.71   2.00
  957064 170.18  70.92   2.35
  957336 171.01  59.50   2.47
  958275 148.91  69.63   2.37
  959016 170.60  70.34   2.48
  959303 158.00  64.03   2.48
  959850 148.36  65.11   2.22
  960644 162.60  70.61   2.33
  960855 163.44  59.70   2.35
  961470 149.96  62.41   2.15
  961729 148.48  63.89   2.00
  962493 150.60  60.94   2.32
  963364 170.44  68.85   2.00
  963795 149.10  70.73   2.29
  964242 171.04  65.41   2.28
  965091 167.48  59.98   2.33
  965267 149.12  70.86   2.41
  965375 148.32  70.16   2.24
  966355 170.30  61.41   2.44
  966921 170.06  67.89   2.49
  967389 170.89  70.72   2.00
  968307 148.28  61.26   2.42
  968587 168.76  70.63   2.26
  969055 159.82  66.82   2.14
  969591 149.61  63.49   2.45
  969776 148.14  62.38   2.22
  970695 149.70  67.45   2.49
  971608 170.52  70.69   2.12
  971700 163.73  69.74   2.08
  972292 149.23  59.70   2.46
  973126 149.86  62.56   2.40
  973483 169.62  70.53   2.24
  973876 148.10  67.84   2.01
  974706 148.97  70.37   2.43
  974998 149.99  59.91   2.55
  975935 150.75  59.32   2.28
  976219 170.36  59.06   2.29
  976831 170.71  70.40   2.38
  977643 160.09  59.51   2.09
  978300 149.20  63.12   2.28
  978583 149.19  70.07   1.97
  978840 150.73  59.62   2.37
  979619 171.99  70.50   2.42
  980236 151.26  70.82   1.99
  980658 170.14  59.88   2.12
  981630 171.21  65.30   2.34
  982226 152.37  60.42   2.10
  983012 157.71  67.32   2.34
  983712 171.08  59.86   2.44
  983906 170.76  59.60   2.35
  984329 170.15  61.08   2.35
  984444 148.68  59.70   2.22
  985359 171.07  62.49   2.08
  985562 170.52  70.43   2.47
  986195 171.80  59.46   2.32
  986856 153.93  70.08   1.95
  987446 148.14  59.60   2.07
  987934 149.50  59.63   1.96
  988394 170.99  61.97   2.27
  988867 171.97  59.93   2.25
  989557 148.33  70.15   2.28
  990042 149.36  70.41   2.09
  990796 171.68  68.26   2.48
  991682 170.20  70.11   2.09
  992611 149.80  64.47   2.37
  993508 148.01  67.30   2.30
  994126 170.26  67.76   2.28
  994154 170.51  69.69   2.04
  994326 160.32  59.76   2.53
  995197 169.54  65.29   2.27
  996111 148.10  70.96   2.21
  996556 149.01  70.23   2.16
  996701 158.30  59.25   2.35
  997071 157.99  59.97   2.29
  997486 148.13  59.20   2.19
  997787 171.44  59.25   2.15
  998723 160.28  70.11   2.38
  999236 148.15  62.55   2.07
  999692 148.08  68.92   2.30
 1000007 171.65  61.51   2.16
 1000787 170.78  59.99   2.43
 1001348 171.72  59.47   2.08
 1002284 163.47  69.89   2.18
 1003282 171.30  65.48   2.21
 1003335 171.14  60.78   2.09
 1004045 171.24  59.31   2.24
 1004310 148.06  59.73   2.50
 1004336 149.62  64.59   2.38
 1005078 170.76  63.97   2.24
 1006018 171.50  70.73   2.14
 1006297 148.12  63.88   1.96
 1006719 160.97  66.56   2.52
 1006884 172.00  70.80   2.45
 1007883 170.85  59.56   2.44
 1008461 148.22  69.18   2.20
 1008822 155.80  70.67   2.45
 1009445 170.98  60.63   2.35
 1009711 153.46  70.80   2.44
 1010510 171.69  70.95   2.25
 1010532 171.00  59.80   2.01
 1011350 161.29  67.02   2.40
 1011775 154.77  70.44   2.41
 1012323 164.04  66.73   2.15
 1012383 171.50  59.44   2.15
 1012650 148.57  59.91   2.14
 1013086 165.75  68.06   2.15
 1013354 171.65  70.49   2.47
 1013911 149.98  70.18   2.24
 1014560 171.36  59.65   2.19
 1015253 148.57  69.08   2.47
 1015525 153.43  59.35   2.47
 1016072 154.28  69.45   2.36
 1016819 171.02  61.27   2.35
 1017747 148.63  70.03   1.98
 1018207 149.93  59.71   2.14
 1019038 168.07  70.56   2.29
 1019391 158.67  59.77   2.46
 1020302 149.44  67.94   2.08
 1021178 158.44  59.10   2.46
 1022019 148.30  70.13   1.99
 1022033 170.09  63.78   2.17
 1022102 148.03  70.24   2.10
 1022266 163.87  67.58   2.02
 1022427 148.15  70.03   2.12
 1022725 163.59  70.57   2.46
 1023536 170.58  59.70   2.16
 1024354 148.75  70.10   2.42
 1024926 170.53  70.65   2.04
 1025298 157.12  67.32   2.27
 1025406 149.30  59.73   1.96
 1025556 159.75  63.04   2.38
 1026521 149.25  63.40   1.95
 1027393 166.57  70.26   2.21
 1027914 149.71  70.74   2.05
 1028060 148.19  60.43   2.19
 1028115 166.88  70.91   2.03
 1028280 149.56  70.27   2.04
 1028456 149.53  62.24   2.28
 1029387 170.67  60.43   2.52
 1029572 171.60  68.09   2.04
 1030084 149.59  64.16   2.32
 1031015 161.61  59.46   2.48
 1031448 171.01  70.98   2.38
 1031864 170.91  68.91   2.23
 1032778 170.98  60.70   2.40
 1033074 148.51  68.31   2.16
 1033654 171.51  59.43   2.12
 1034019 170.07  66.22   2.19
 1034583 153.85  67.64   2.42
 1035406 171.83  65.28   2.08
 1035784 163.17  70.94   2.19
 1035908 171.24  59.08   2.16
 1036621 149.88  70.37   2.12
 1036878 148.12  59.99   2.38
 1037370 148.34  64.79   2.03
 1037894 169.56  59.08   2.20
 1037999 161.40  64.33   1.98
 1038811 170.50  68.19   2.44
 1039595 155.62  59.61   2.44
 1040296 148.24  68.23   2.20
 1041170 170.65  60.36   2.46
 1042090 148.44  63.71   2.53
 1042763 148.69  70.55   2.38
 1043665 148.44  67.49   2.19
 1043828 170.61  59.08   2.24
 1043854 159.86  70.53   2.21
 1044486 170.07  63.99   2.37
 1045401 158.68  68.19   2.53
 1046186 151.88  70.45   2.10
 1046832 159.86  70.71   2.20
 1046984 149.15  63.74   2.43
 1047800 170.47  70.39   2.25
 1048226 171.66  59.94   2.19
 1049188 171.17  59.88   2.09
 1049293 171.72  67.11   2.43
 1049549 148.94  59.08   2.48
 1050314 149.09  66.32   2.20
 1050657 148.26  70.35   2.25
 1051486 149.57  70.11   2.01
 1052392 165.08  67.88   2.31
 1053272 171.25  59.20   2.17
 1053910 155.54  62.13   2.48
 1054048 149.52  70.57   2.31
 1054151 148.37  60.79   2.09
 1054375 170.09  67.43   2.19
 1054537 170.23  70.07   2.12
 1054588 171.52  70.84   2.04
 1055515 171.58  63.90   2.07
 1056001 148.06  67.48   2.15
 1056117 171.52  67.65   2.25
 1056983 153.50  59.57   2.45
 1057432 170.30  70.44   2.46
 1057917 171.60  59.97   2.32
 1058299 171.49  59.09   2.32
 1059228 171.50  59.93   2.41
 1059870 165.08  59.96   2.43
 1060083 166.49  59.62   2.18
 1060499 171.02  70.37   2.14
 1061266 148.60  59.86   2.38
 1062014 171.72  59.23   2.09
 1062774 171.84  59.06   2.09
 1063122 157.46  69.33   2.04
 1063963 171.92  70.21   2.25
 1064075 171.39  59.24   2.24
 1064534 162.56  60.98   2.36
 1064829 149.99  62.85   2.55
 1065050 149.27  70.09   2.49
 1065883 171.58  61.26   2.13
 1066698 156.12  70.16   2.43
 1066848 171.44  66.29   2.53
 1067431 170.40  59.19   2.21
 1067613 171.24  60.73   2.38
 1068442 148.43  68.24   2.20
 1069418 149.42  70.94   2.31
 1069722 170.02  70.90   2.03
 1069876 171.89  59.08   2.52
 1070098 151.81  70.11   2.17
 1070442 157.15  59.76   2.17
 1071340 170.01  62.59   2.33
 1072131 171.62  66.86   2.43
 1072310 148.01  70.69   2.33
 1072470 170.31  68.59   2.41
 1072470 148.70  59.04   2.32
 1073186 171.36  59.35   1.98
 1073569 148.42  69.33   2.38
 1074292 148.21  70.19   2.26
 1074727 170.66  63.53   2.35
 1075396 148.93  70.75   2.14
 1075562 170.56  59.90   2.13
 1076049 170.30  70.52   2.28
 1076572 149.79  63.67   1.98
 1077325 168.24  59.04   2.37
 1077333 148.50  69.46   2.13
 1078245 157.96  66.35   2.20
 1079179 170.70  70.83   2.17
 1079327 170.18  59.90   2.04
 1079462 167.98  70.36   2.03
 1079727 170.88  70.88   2.41
 1080515 159.07  66.77   2.26
 1081283 152.67  64.70   2.38
 1082151 148.46  69.33   2.06
 1083006 171.85  59.82   2.10
 1083059 149.05  70.74   2.34
 1083960 149.62  70.87   2.22
 1084663 149.74  70.04   2.18
 1085020 157.91  70.03   2.10
 1085679 149.18  59.75   2.38
 1086414 171.29  61.54   2.01
 1087312 170.83  68.98   2.14
 1087786 170.38  66.38   2.39
 1088146 148.71  70.88   2.10
 1088385 171.26  70.78   2.21
 1088854 166.22  59.21   2.37
 1089087 149.38  60.15   2.16
 1089617 159.61  59.00   2.35
 1090045 155.29  61.30   2.33
 1090315 171.12  69.95   2.20
 1090692 171.23  70.12   2.30
 1091108 171.76  66.15   1.98
 1091844 170.48  67.28   2.38
 1092258 171.71  70.84   2.28
 1092987 170.46  59.06   2.51
 1093079 148.22  59.99   2.17
 1093735 165.64  70.69   2.09
 1094414 171.44  59.83   2.40
 1094855 154.51  59.99   2.29
 1095389 164.74  59.95   2.37
 1096106 167.28  65.67   2.31
 1096531 166.40  59.37   2.29
 1097077 170.75  59.24   2.21
 1097573 148.18  59.75   2.19
 1098521 148.06  61.49   2.30
 1099318 149.05  64.60   2.19
 1099602 165.25  59.41   2.49
 1100063 171.68  70.33   2.09
 1100663 148.85  70.70   2.02
 1100805 170.42  61.22   2.15
 1101538 171.44  64.52   2.35
 1102295 148.67  70.22   2.40
 1102953 171.91  69.95   2.31
 1103613 149.48  68.38   2.20
 1104367 149.57  59.88   2.18
 1104643 171.17  67.39   2.17
 1105211 170.13  59.95   2.40
 1105758 148.77  70.08   2.36
 1106225 155.35  70.74   2.22
 1106592 170.37  59.22   2.21
 1106912 171.54  62.34   2.09
 1107024 171.16  70.25   2.07
 1107346 148.50  61.19   2.46
 1107417 149.99  69.63   2.34
 1107689 170.13  68.11   2.34
 1108063 170.77  59.67   2.44
 1108440 170.07  70.22   2.37
 1109212 171.62  62.36   2.17
 1110187 156.33  66.05   2.20
 1110719 171.55  59.57   1.95
 1110931 170.19  59.96   2.36
 1111643 171.24  61.39   2.38
 1112431 148.55  59.78   2.43
 1112827 170.84  70.57   2.03
 1113759 149.29  59.87   2.05
 1114556 171.27  65.62   2.17
 1115050 149.03  63.49   2.38
 1115806 148.86  59.00   2.37
 1115848 149.12  70.24   2.20
 1116505 148.62  61.30   2.10
 1116653 168.92  62.17   2.39
 1117255 168.30  60.96   2.54
 1117474 171.91  63.24   2.04
 1117957 165.06  59.34   2.37
 1118861 149.18  59.90   2.32
 1119206 148.52  70.49   2.31
 1119227 170.45  69.89   2.38
 1119771 171.26  70.26   2.04
 1120574 148.42  59.01   1.99
 1120647 149.76  70.83   2.13
 1121543 170.67  64.74   1.97
 1122190 161.38  66.50   2.01
 1122213 171.79  70.47   2.39
 1122899 161.58  70.47   2.38
 1123406 166.85  70.91   2.10
 1123768 151.11  70.32   2.33
 1124341 169.33  71.00   2.13
 1124902 156.47  70.30   2.14
 1125367 170.97  64.15   2.42
 1125839 168.71  69.09   2.27
 1126550 149.10  70.55   2.34
 1127145 171.60  63.80   2.24
 1127979 171.39  59.85   2.48
 1128672 170.81  71.00   2.03
 1129261 148.06  70.22   2.15
 1129938 149.61  60.19   2.00
 1130791 148.59  70.81   2.07
 1131035 148.40  59.92   2.43
 1131424 148.60  59.84   2.40
 1131806 170.75  59.01   2.45
 1132699 148.28  59.74   2.06
 1132909 148.93  62.66   2.07
 1133003 148.87  63.21   2.09
 1133089 149.97  59.22   2.40
 1133126 148.71  59.36   1.97
 1134109 148.67  67.10   2.22
 1134484 166.35  70.78   2.04
 1134843 171.13  59.60   2.19
 1135537 169.47  62.38   2.07
 1136178 171.88  64.18   2.51
 1136472 170.98  67.76   2.38
 1137211 171.92  66.62   2.28
 1137295 165.27  65.02   2.17
 1137859 168.97  67.30   2.17
 1138544 148.30  65.99   2.09
 1138983 148.43  61.30   2.50
 1139102 171.61  70.93   2.44
 1139419 164.33  68.44   2.51
 1139871 149.45  59.80   2.53
 1140445 171.89  63.61   2.48
 1141084 171.58  62.25   2.01
 1141670 149.81  67.81   2.52
 1142024 148.42  59.64   2.26
 1142424 170.56  65.05   2.23
 1143380 170.54  67.60   2.43
 1143798 170.59  70.02   2.03
 1144063 170.82  70.42   2.01
 1144798 171.23  59.86   2.13
 1145023 149.17  59.90   2.19
 1145906 149.40  70.58   2.21
 1146635 171.37  70.42   2.17
 1146739 167.58  59.30   2.20
 1146817 148.18  65.66   2.07
 1147206 170.41  64.30   2.17
 1147265 148.03  68.45   2.43
 1147927 171.64  67.87   2.12
 1148672 170.68  66.73   2.39
 1149341 162.47  63.11   2.34
 1149668 149.94  61.65   2.29
 1150485 149.52  70.87   2.10
 1151016 171.95  61.99   2.22
 1151038 163.82  70.54   2.35
 1151128 148.94  70.11   2.39
 1151590 148.61  67.67   2.05
 1151880 169.03  70.28   2.08
 1152101 170.09  59.40   2.11
 1152197 149.35  59.45   2.03
 1152294 170.38  62.17   2.49
 1153145 157.48  59.19   2.22
 1153557 149.42  70.40   2.54
 1153646 148.29  65.74   2.22
 1153787 171.40  70.11   2.01
 1153816 149.21  59.84   2.12
 1154687 148.86  65.57   2.19
 1154900 149.30  69.95   2.36
 1155605 149.47  70.01   2.29
 1156227 171.01  70.23   2.33
 1157080 148.91  70.27   2.33
 1157256 171.79  70.87   2.10
 1157951 149.21  59.59   2.08
 1158184 170.85  63.90   2.32
 1158745 167.99  59.83   2.23
 1159386 164.10  70.02   2.52
 1159559 170.91  70.65   2.17
 1160265 159.21  70.59   2.47
 1160281 170.33  66.86   2.02
 1160759 171.05  59.44   2.10
 1161710 148.55  70.52   2.29
 1162249 149.48  59.38   2.29
 1162991 149.48  70.69   2.07
 1163742 148.37  59.77   2.23
 1164527 157.05  70.21   2.03
 1165074 171.72  70.66   2.40
 1165799 149.87  67.96   2.15
 1165823 171.07  59.32   2.48
 1166229 154.30  70.85   2.07
 1166507 148.30  65.61   2.18
 1167203 151.73  59.41   2.36
 1167897 170.46  69.17   2.41
 1168180 170.30  59.40   1.99
 1168936 170.05  70.92   2.10
 1169542 148.25  70.68   2.50
 1170424 171.01  70.48   2.08
 1170941 148.86  61.41   2.09
 1171241 149.79  59.05   2.37
 1172221 148.48  59.45   2.27
 1172234 163.27  59.11   2.39
 1172326 149.86  59.71   2.41
 1172814 166.48  59.41   2.39
 1173378 148.81  70.96   2.46
 1173880 171.70  64.50   2.11
 1174803 148.71  60.12   2.19
 1175674 170.24  70.46   2.16
 1175922 157.31  59.76   2.36
 1176657 149.88  60.44   2.07
 1177122 165.29  70.74   2.35
 1177177 148.95  66.79   2.40
 1177532 168.46  70.41   2.05
 1178331 164.70  59.11   2.21
 1179291 170.10  70.99   2.45
 1179960 170.99  65.78   2.34
 1180395 148.53  59.63   2.25
 1180411 154.06  66.53   2.13
 1181237 149.11  63.27   2.17
 1181815 159.21  70.02   2.40
 1182080 148.57  70.37   2.12
 1182942 149.72  59.59   2.12
 1183122 148.82  68.69   2.21
 1183847 171.07  59.23   2.05
 1184004 148.65  70.52   1.99
 1184533 149.24  61.88   2.15
 1184761 170.64  66.06   2.33
 1185673 154.06  59.34   2.06
 1186111 170.48  59.60   2.07
 1186541 171.88  60.27   2.35
 1187414 149.79  70.72   2.43
 1188051 149.06  59.88   2.03
 1188627 171.28  62.72   2.18
 1189507 148.83  68.29   2.19
 1190004 170.96  70.02   2.28
 1190123 148.76  59.59   2.35
 1191051 149.98  59.81   2.14
 1191901 171.93  70.55   2.38
 1192816 149.99  59.82   2.04
 1193361 149.05  70.66   2.50
 1193889 170.70  68.96   2.21
 1194029 149.80  61.07   1.97
 1194216 167.03  66.30   2.24
 1195193 171.97  66.86   2.25
 1196169 170.48  65.66   2.44
 1196240 170.20  59.69   2.08
 1196369 149.86  66.80   1.99
 1196949 151.91  66.80   2.10
 1197239 149.95  62.06   2.17
 1198048 162.42  70.36   2.49
 1198797 168.39  59.35   2.34
 1199013 148.60  59.37   2.25
 1199692 170.48  59.58   2.25
 1199906 148.73  65.89   2.22
 1200370 171.30  59.41   2.33
 1201343 149.76  60.36   2.11
 1201737 171.49  70.56   2.44
 1202146 149.91  59.82   2.36
 1202952 149.19  59.43   2.44
 1203847 170.92  67.39   2.40
 1203983 170.49  60.13   2.05
 1204388 171.89  61.80   2.35
 1205124 170.74  70.44   2.38
 1205478 171.39  61.67   2.30
 1205807 152.20  59.11   2.46
 1206643 148.84  59.01   2.51
 1206704 170.92  62.71   2.03
 1206977 170.23  59.47   2.41
 1207317 149.34  69.74   2.02
 1207898 149.51  70.33   2.00
 1208160 170.78  63.99   2.20
 1209115 149.02  60.26   2.04
 1209530 148.19  59.80   2.52
 1210259 148.84  59.33   2.25
 1211226 153.87  59.32   2.50
 1211828 166.62  70.50   2.48
 1212179 148.57  59.74   2.47
 1212459 149.46  59.72   2.28
 1212558 165.21  70.07   2.05
 1213201 170.37  61.18   2.29
 1213927 149.24  69.97   2.35
 1214389 148.35  70.51   2.23
 1215220 170.28  61.98   2.06
 1215486 148.25  65.97   2.24
 1216479 171.19  59.13   2.14
 1216725 148.92  63.89   2.17
 1217467 149.44  59.17   2.22
 1218244 170.98  65.15   2.37
 1218434 149.87  59.88   2.55
 1218974 171.81  69.85   2.28
 1219961 170.12  70.95   2.15
 1220620 153.31  68.20   2.15
 1220844 171.20  63.08   2.16
 1221353 149.70  67.67   2.17
 1222065 171.48  67.06   2.30
 1222869 149.81  64.75   2.19
 1222955 167.58  59.41   2.33
 1223011 170.87  61.81   2.21
 1223386 168.98  61.60   2.23
 1224335 170.65  59.54   2.37
 1224582 170.49  59.14   2.22
 1224954 148.36  59.26   2.08
 1224996 160.42  66.06   2.48
 1225950 170.43  59.08   2.05
 1226758 157.45  59.73   2.36
 1227754 171.26  70.98   2.54
 1227942 161.08  59.92   2.15
 1228455 148.27  64.44   2.01
 1229025 149.88  70.95   1.99
 1229925 148.44  69.81   2.08
 1230062 159.97  61.69   2.34
 1230221 162.49  67.08   2.48
 1230914 158.43  70.89   2.28
 1231887 150.66  70.84   2.43
 1232031 170.87  66.92   2.15
 1232054 149.45  61.02   2.54
 1232757 149.84  64.15   2.16
 1233413 168.49  59.38   2.27
 1233759 148.64  62.06   2.37
 1234695 148.10  70.68   1.99
 1235521 148.39  59.43   2.49
 1236440 148.88  68.98   2.13
 1236644 159.79  59.71   2.20
 1237524 149.81  59.25   2.36
 1237892 171.62  65.01   2.29
 1237998 171.51  70.25   2.34
 1238271 148.70  61.81   2.44
 1238861 150.91  70.08   2.17
 1239157 156.83  59.86   2.41
 1239635 157.85  70.29   2.36
 1240354 160.67  71.00   2.43
 1240977 148.60  70.39   2.14
 1241235 155.94  59.28   2.53
 1241859 171.20  59.52   2.12
 1242670 171.26  59.94   2.44
 1242897 171.62  66.45   2.18
 1243168 159.92  68.73   2.44
 1243938 171.22  59.32   2.23
 1244212 171.64  59.06   2.51
 1244846 148.04  65.36   2.36
 1245485 162.66  60.00   2.06
 1245642 170.73  59.27   2.52
 1245736 149.28  70.21   2.17
 1245903 148.12  62.50   1.98
 1246218 171.16  70.47   2.19
 1246937 149.83  70.89   2.53
 1246961 149.56  59.78   2.35
 1247586 171.05  59.89   2.47
 1247758 171.02  59.34   2.50
 1248149 171.88  63.16   2.08
 1248743 149.50  70.73   2.34
 1249606 152.02  59.86   2.27
 1250084 167.81  67.78   2.00
 1250249 149.32  60.86   2.53
 1250518 149.23  70.33   2.05
 1250626 170.02  59.29   2.44
 1251124 170.96  59.47   2.37
 1251560 167.51  66.42   2.27
 1252226 149.62  70.22   2.39
 1253056 171.15  69.48   2.14
 1253530 148.81  62.56   2.02
 1253735 159.30  65.23   2.43
 1254113 148.01  59.99   2.13
 1255051 170.30  59.61   2.32
 1255535 162.49  66.67   2.20
 1256332 148.34  69.52   2.14
 1256409 148.89  70.27   2.31
 1257232 171.08  70.91   2.02
 1257687 148.61  70.86   2.04
 1258218 149.52  59.77   2.36
 1258802 171.89  61.66   2.48
 1259244 148.54  70.69   2.48
 1259437 170.03  70.82   2.18
 1260410 170.46  59.80   2.47
 1260579 171.45  59.15   2.32
 1261469 171.66  59.43   2.38
 1262287 149.82  70.62   2.34
 1263122 170.75  70.71   2.18
 1263806 149.81  59.98   2.43
 1264514 171.04  61.57   2.33
 1265016 171.90  68.06   2.02
 1265774 148.48  59.87   2.49
 1266454 169.84  70.96   2.11
 1266538 171.37  59.78   2.33
 1266969 148.26  70.87   2.02
 1267177 149.43  70.05   2.27
 1267222 149.78  59.79   2.05
 1267318 151.41  64.02   2.30
 1267504 170.87  59.84   2.22
 1267543 171.64  59.12   2.17
 1268367 165.00  59.84   2.02
 1269070 149.23  64.99   2.35
 1269860 148.70  69.19   2.03
 1269908 171.94  59.68   2.22
 1270478 170.03  60.99   2.39
 1270939 161.16  69.94   2.13
 1271432 149.54  59.67   2.50
 1271705 148.28  66.54   2.45
 1271859 171.07  59.72   2.07
 1272219 149.47  70.60   2.49
 1272669 149.92  59.28   1.98
 1273420 155.78  59.68   2.12
 1274180 171.61  70.71   2.30
 1274480 157.57  70.64   2.53
 1275144 148.85  63.56   2.08
 1276007 170.17  70.78   2.20
 1276716 149.85  70.97   2.40
 1277353 149.19  60.96   2.49
 1278073 170.46  66.16   2.44
 1278720 164.72  60.86   2.39
 1279144 171.53  59.88   2.09
 1279236 170.29  64.68   2.02
 1279523 149.82  59.27   2.28
 1279687 148.76  65.18   2.47
 1280240 149.58  59.18   2.35
 1281138 170.62  70.42   2.38
 1282068 153.31  63.68   1.95
 1282402 170.76  59.26   2.05
 1282496 149.57  59.51   2.12
 1282682 149.83  59.75   2.29
 1283039 170.82  62.48   2.49
 1283946 171.94  70.17   2.25
 1284530 171.85  62.42   2.35
 1284773 162.66  61.53   2.27
 1285743 170.44  59.46   2.38
 1286617 149.72  60.06   2.44
 1287060 171.14  70.20   2.48
 1287586 148.34  59.01   2.33
 1288384 159.99  65.88   2.30
 1289266 149.13  59.21   2.28
 1289485 148.80  67.20   2.31
 1290207 171.32  65.32   2.22
 1290486 171.29  59.77   2.00
 1291063 148.27  65.46   2.14
 1291489 149.19  68.43   2.34
 1292413 162.71  70.03   2.16
 1292939 149.10  70.36   2.45
 1293473 170.14  68.98   2.15
 1294137 149.00  59.16   2.40
 1294482 150.00  70.83   2.01
 1295270 171.09  67.75   2.01
 1296106 171.47  66.68   2.36
 1296372 171.60  69.24   2.10
 1297284 148.34  63.17   2.34
 1298064 149.93  62.83   2.06
 1298579 170.29  68.99   2.48
 1299425 148.57  66.23   2.41
 1299603 158.48  67.81   2.16
 1300211 148.17  59.55   2.21
 1301130 149.91  70.79   2.35
 1301267 171.96  59.98   2.42
 1301308 148.20  70.42   2.31
 1301934 149.61  70.22   2.06
 1301938 170.94  70.93   2.37
 1302152 170.01  62.72   2.47
 1302445 170.06  67.32   2.07
 1302941 170.52  59.10   2.44
 1303256 148.23  67.48   2.12
 1303929 148.34  68.08   2.14
 1304723 163.73  70.47   2.23
 1305566 149.88  70.29   2.25
 1306076 148.28  59.23   2.15
 1306959 170.52  69.11   2.28
 1307184 171.15  65.40   2.38
 1308063 170.70  69.78   2.05
 1308997 170.40  66.36   2.38
 1309870 149.59  59.61   2.39
 1310248 149.11  59.69   2.28
 1310346 150.96  68.57   2.30
 1310766 149.78  59.14   2.38
 1310770 149.89  59.91   2.10
 1311293 170.62  63.12   2.53
 1312215 149.16  65.85   2.00
 1312600 171.26  70.77   2.07
 1312775 148.47  59.48   2.04
 1313617 148.77  61.47   2.48
 1314351 171.83  59.27   2.41
 1314374 171.71  63.44   2.49
 1314670 171.88  70.60   2.10
 1314819 170.23  70.31   2.17
 1315647 148.12  61.65   2.23
 1315694 170.80  67.00   2.07
 1315800 149.07  59.94   2.28
 1315956 170.51  70.11   2.08
 1316172 170.24  59.98   2.27
 1316209 170.34  70.40   2.10
 1317106 157.13  60.55   2.16
 1317130 171.70  59.38   2.15
 1317170 156.34  59.85   2.37
 1317246 171.95  61.30   2.17
 1318157 170.71  59.06   2.20
 1319147 167.23  61.48   2.11
 1319863 170.73  70.20   2.03
 1320462 149.88  62.80   2.14
 1321069 149.48  59.50   2.31
 1321528 170.48  59.44   2.10
 1321605 170.42  63.77   2.28
 1321776 149.71  70.09   2.46
 1321937 165.41  59.85   2.38
 1322342 150.60  70.99   2.14
 1322531 154.96  66.67   2.11
 1323528 148.97  59.69   2.04
 1323914 165.98  70.58   2.13
 1323978 149.49  70.38   2.16
 1324102 149.56  62.18   2.01
 1324644 170.01  59.47   2.37
 1325554 148.93  70.06   2.16
 1326199 170.27  67.72   2.31
 1327086 170.90  59.91   2.35
 1327937 148.15  68.10   1.95
 1328171 170.75  60.39   2.03
 1328334 148.79  66.94   2.04
 1328447 149.59  70.80   2.11
 1328674 170.94  59.19   2.21
 1329113 148.01  61.48   2.03
 1329619 148.32  59.46   2.43
 1330252 164.38  70.50   2.21
 1330548 148.56  59.86   2.34
 1331151 148.75  62.96   2.32
 1332012 148.34  61.69   2.00
 1332179 148.18  59.91   2.31
 1332503 155.71  70.60   2.37
 1333204 149.02  68.54   2.19
 1333335 152.98  65.44   2.16
 1333984 159.46  59.80   2.08
 1334261 171.40  60.45   2.08
 1335133 164.88  70.95   2.39
 1335349 167.74  59.96   2.34
 1335927 149.94  59.64   2.41
 1336309 149.70  69.62   2.08
 1337127 158.68  59.44   2.29
 1337222 150.96  60.65   2.13
 1337320 171.64  59.55   2.49
 1338044 153.57  70.28   2.16
 1338822 171.05  59.83   2.08
 1339149 151.72  66.22   2.19
 1339331 155.95  68.79   2.46
 1339602 148.80  70.87   2.03
 1340313 148.99  67.19   2.18
 1340733 170.44  70.76   2.45
 1341389 148.21  62.68   2.40
 1341524 149.48  66.58   2.27
 1341690 148.61  62.71   2.17
 1341936 170.26  70.16   2.36
 1342085 171.70  70.62   2.08
 1342778 171.62  70.07   2.06
 1343454 149.28  67.61   2.14
 1343471 170.10  68.44   2.37
 1344152 171.49  67.16   2.21
 1344419 148.17  64.01   2.38
 1344580 149.35  61.22   2.45
 1344922 149.38  63.84   2.16
 1345311 170.70  70.31   2.41
 1345369 149.76  70.62   2.08
 1345603 171.75  70.48   2.02
 1345774 148.67  59.31   2.02
 1345825 170.57  61.87   2.02
 1345936 148.14  70.39   2.26
 1346728 166.87  61.90   2.25
 1347403 171.05  59.39   2.36
 1347917 148.33  59.40   2.41
 1348878 148.67  59.80   2.46
